url,date,publication
https://www.wsj.com/livecoverage/venezuela-strikes/card/listen-trump-s-plans-for-venezuela-raise-big-questions-08YoDdgSN5JrNSBcGkrg,2026-01-03 23:53:14+00:00,wsj
https://www.nytimes.com/athletic/6938183/2026/01/03/darryn-peterson-kansas-return-ucf-college-basketball/,2026-01-03 23:45:58+00:00,nytimes
https://www.businessinsider.com/a-canceled-flight-left-my-family-stuck-in-puerto-rico-2026-1,2026-01-03 23:39:29.768000+00:00,insider
https://www.nytimes.com/2026/01/03/world/americas/trump-maduro-juan-orlando-hernandez.html,2026-01-03 23:36:08+00:00,nytimes
https://www.nytimes.com/2026/01/03/travel/caribbean-flight-cancellations-trump-venezuela.html,2026-01-03 23:30:23+00:00,nytimes
https://www.wsj.com/livecoverage/venezuela-strikes/card/inside-the-u-s-operation-to-capture-venezuela-s-maduro-Ptcwi1oKmP7O9DkWXWkU,2026-01-03 23:25:32+00:00,wsj
https://www.nytimes.com/2026/01/03/us/politics/maduro-trump-base-america-first.html,2026-01-03 23:23:18+00:00,nytimes
https://www.nytimes.com/2026/01/03/us/politics/trump-venezuela-oil.html,2026-01-03 23:16:49+00:00,nytimes
https://www.wsj.com/livecoverage/venezuela-strikes/card/starmer-welcomes-maduro-s-ouster-GUunPFv37fDTcynwuJpt,2026-01-03 23:16:35+00:00,wsj
https://www.bloomberg.com/news/articles/2026-01-03/trump-says-us-oil-producers-to-invest-billions-in-venezuela,2026-01-03 23:15:11.216000+00:00,bloomberg
https://www.nytimes.com/athletic/6938171/2026/01/03/jaxson-dart-film-breakdown-giants-nfl/,2026-01-03 23:15:05+00:00,nytimes
https://www.nytimes.com/es/2026/01/03/espanol/america-latina/delcy-rodriguez-quien-es.html,2026-01-03 23:13:58+00:00,nytimes
https://www.wsj.com/livecoverage/venezuela-strikes/card/u-n-security-council-to-meet-monday-bY4CDo3HWm4gbAZNRp60,2026-01-03 23:13:53+00:00,wsj
https://www.wsj.com/finance/stocks/the-score-lululemon-tesla-delta-nike-and-more-stocks-that-defined-the-week-cbe3e127,2026-01-03 23:12:00+00:00,wsj
https://www.forbes.com/sites/johnarcher/2026/01/03/samsung-unveils-new-premium-soundbars-and-music-studio-speaker-series/,2026-01-03 23:08:37+00:00,forbes
https://www.forbes.com/sites/tomsanderson/2026/01/03/fc-barcelona-coach-flick-hails-one-of-the-best-in-the-world-after-espanyol-win/,2026-01-03 23:07:53+00:00,forbes
https://www.nytimes.com/2026/01/03/world/americas/maduro-trial-nyc-sdny.html,2026-01-03 23:05:27+00:00,nytimes
https://www.nytimes.com/2026/01/03/crosswords/daily-puzzle-2026-01-04.html,2026-01-03 23:00:06+00:00,nytimes
https://www.wsj.com/livecoverage/venezuela-strikes/card/in-nyc-some-protest-u-s-involvement-in-venezuela-6TAIO6FUZ73kYPv7m8Rp,2026-01-03 22:58:36+00:00,wsj
https://www.nytimes.com/2026/01/03/nyregion/mamdani-mcguinness-boulevard-bike-lanes.html,2026-01-03 22:56:22+00:00,nytimes
https://www.wsj.com/livecoverage/venezuela-strikes/card/maduro-arrives-in-new-york-to-face-charges-kKoHYaVRiN6SZpVAR6fv,2026-01-03 22:52:42+00:00,wsj
https://www.nytimes.com/athletic/6937991/2026/01/03/sergio-ramos-sevilla-takeover-bid/,2026-01-03 22:52:20+00:00,nytimes
https://www.nytimes.com/2026/01/03/world/americas/cilia-flores-maduro-wife-venezuela.html,2026-01-03 22:48:35+00:00,nytimes
https://www.nytimes.com/athletic/6933549/2026/01/03/drew-mestemaker-oklahoma-state-transfer-quarterback/,2026-01-03 22:46:14+00:00,nytimes
https://www.forbes.com/sites/timlammers/2026/01/03/margot-robbies-a-big-bold-beautiful-journey-gets-netflix-date/,2026-01-03 22:45:01+00:00,forbes
https://www.nytimes.com/athletic/6937442/2026/01/03/ruben-amorim-manchester-united-system-tension/,2026-01-03 22:30:20+00:00,nytimes
https://www.businessinsider.com/us-military-captures-venezuelan-president-in-dramatic-raid-2026-1,2026-01-03 22:28:50.643000+00:00,insider
https://www.nytimes.com/2026/01/03/insider/trump-interview-venezuela-nyt-reporter.html,2026-01-03 22:27:06+00:00,nytimes
https://www.wsj.com/livecoverage/venezuela-strikes/card/u-s-refiners-could-be-big-winners-in-a-venezuelan-oil-boom-xqaoKifxd6rItACVJNJQ,2026-01-03 22:20:33+00:00,wsj
https://www.forbes.com/sites/jaymcgregor/2026/01/03/samsung-galaxy-s26-release-date-price-leaks/,2026-01-03 22:18:19+00:00,forbes
https://www.nytimes.com/athletic/6937383/2026/01/03/luke-littler-world-darts-championship-2026/,2026-01-03 22:17:36+00:00,nytimes
https://www.nytimes.com/es/2026/01/03/espanol/mundo/delcy-rodriguez-desafia-a-trump-y-llama-a-maduro-el-unico-presidente-de-venezuela.html,2026-01-03 22:14:16+00:00,nytimes
https://www.bloomberg.com/news/articles/2026-01-03/nobel-winner-machado-left-out-of-trump-s-venezuela-plan-for-now,2026-01-03 22:13:49.440000+00:00,bloomberg
https://www.nytimes.com/athletic/6938084/2026/01/03/parker-livingstone-transfer-portal-texas-receivers/,2026-01-03 22:12:23+00:00,nytimes
https://www.forbes.com/sites/saradorn/2026/01/03/maduro-arrives-in-us-after-capture-live-updates/,2026-01-03 22:08:09+00:00,forbes
https://www.nytimes.com/athletic/6938060/2026/01/03/liam-rosenior-strasbourg-chelsea-latest/,2026-01-03 22:07:29+00:00,nytimes
https://www.forbes.com/sites/joelshulman/2026/01/03/how-trumps-venezuela-move-could-reshape-the-us-economy/,2026-01-03 22:06:49+00:00,forbes
https://www.forbes.com/sites/traversmark/2026/01/03/3-relationship-patterns-you-need-to-break-in-2026-by-a-psychologist/,2026-01-03 22:00:32+00:00,forbes
https://www.nytimes.com/athletic/6937880/2026/01/03/red-wings-penguins-dylan-larkin-lucas-raymond/,2026-01-03 22:00:13+00:00,nytimes
https://www.nytimes.com/2026/01/03/world/americas/venezuelans-food.html,2026-01-03 21:50:28+00:00,nytimes
https://www.nytimes.com/athletic/6938026/2026/01/03/james-nnaji-baylor-debut-tcu-nba-draft-pick/,2026-01-03 21:45:42+00:00,nytimes
https://www.nytimes.com/es/2026/01/03/espanol/estados-unidos/captura-maduro-operacion.html,2026-01-03 21:40:54+00:00,nytimes
https://www.nytimes.com/athletic/6935790/2026/01/03/penguins-red-wings-analysis-win-streak/,2026-01-03 21:39:31+00:00,nytimes
https://www.wsj.com/livecoverage/venezuela-strikes/card/what-is-the-legal-case-against-maduro--7ocChzLSJWy0fLvcrW2U,2026-01-03 21:37:24+00:00,wsj
https://www.nytimes.com/2026/01/03/world/americas/mamdani-trump-venezuela-maduro.html,2026-01-03 21:36:41+00:00,nytimes
https://www.bloomberg.com/news/articles/2026-01-03/venezuelans-in-us-rejoice-at-maduro-exit-even-as-doubts-swirl,2026-01-03 21:36:11.653000+00:00,bloomberg
https://www.nytimes.com/athletic/6937942/2026/01/03/dabo-swinney-chad-morris-clemson-offensive-coordinator/,2026-01-03 21:31:14+00:00,nytimes
https://www.wsj.com/livecoverage/venezuela-strikes/card/democrats-say-trump-misled-public-on-plans-for-regime-change-mRlNsKvQ8CnKQyWKI43y,2026-01-03 21:29:43+00:00,wsj
https://www.nytimes.com/athletic/6937864/2026/01/03/jalen-duren-tobias-harris-injuries-pistons-cavaliers/,2026-01-03 21:25:47+00:00,nytimes
https://www.forbes.com/sites/kionasmith/2026/01/03/on-this-day-in-1944-helicopters-became-lifesaving-tools/,2026-01-03 21:06:05+00:00,forbes
https://www.wsj.com/livecoverage/venezuela-strikes/card/france-s-macron-cheers-maduro-s-ouster-but-calls-for-swift-transition-8HAzIzYDtQoF7V4yyBq8,2026-01-03 21:04:50+00:00,wsj
https://www.wsj.com/livecoverage/venezuela-strikes/card/trump-suggests-venezuela-oil-exports-to-china-will-grow-mawzhI8LHNh2V4s5douU,2026-01-03 21:04:47+00:00,wsj
https://www.bloomberg.com/news/articles/2026-01-03/strike-against-venezuela-how-us-took-maduro,2026-01-03 21:01:57.623000+00:00,bloomberg
